,image_doc_id,user_doc_id,amount_dist,vendor_name_dist,vendor_address_dist,date_dist,amount_img,amount_user,date_img,date_user,vendor_address_img,vendor_address_user,vendor_name_img,vendor_name_user,sum
15,00d0194796076(1),00d0989196649,36.29,,11.37572956085205,11.686972618103027,38.41,2.12,21/08/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. ‘","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
16,00d0194796076(1),00d0989196649,33.02,,11.37572956085205,11.686972618103027,35.14,2.12,21/08/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. ‘","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
17,00d0921271701,00d0989196649,59.940000000000005,,13.235742568969727,12.058869361877441,62.06,2.12,17/03/2017,2018-2-1,"LOT F15, GIANT BANDAR PUTERT JALAN PUTER 1/1, BDR PUTERI 47188 PUCHONG, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
18,00d0121880972,00d0989196649,98.67999999999999,,10.100351333618164,8.583632469177246,100.80,2.12,13/03/2018,2018-2-1,"NO 4,JALAN PERJIRANAN 10, TAMAN AIR BIRU 81700 PASIR GUDANG, JOHOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
19,00d0658523473,00d0989196649,47.88,,10.699824333190918,11.541521072387695,50.00,2.12,20/06/18,2018-2-1,"26151 BANDAR SG LONG, 11 1/4 MILES CHERAS, 43000 KAJANG, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
20,00d0523654121,00d0989196649,91.58,17.789587020874023,10.509562492370605,,93.70,2.12,,2018-2-1,"LOT P.T, 2811, JALAN ANGSA, TAMAN BERKELEY 41150 KLANG, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",SPEED MART 5/8,SYARIKAT PERNIAGAAN GIN KEE,
21,00d0218523505,00d0989196649,13.14,12.867907524108887,,,15.26,2.12,,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",WAKASSAR FRESH MARKET SDN BHO,SYARIKAT PERNIAGAAN GIN KEE,
24,00d0624439175,00d0989196649,20.779999999999998,,11.541454315185547,13.651525497436523,22.90,2.12,17-04-16,2018-2-1,"LOT i85i-A & 1851-B, JALAN KPB 4, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERT KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
25,00d0774260218,00d0989196649,3.45,,10.619197845458984,12.545917510986328,5.57,2.12,24 Mar 18,2018-2-1,NO.19 & 21 JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
26,00d0774260218,00d0989196649,3.45,,12.183072090148926,12.545917510986328,5.57,2.12,24 Mar 18,2018-2-1,"DARUL EHSAN, MALAYSIA","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
27,00d0774260218,00d0989196649,70.81,,10.619197845458984,12.545917510986328,72.93,2.12,24 Mar 18,2018-2-1,NO.19 & 21 JALAN TEMENGGUNG 23/9 BANDAR MAHKOTA CHERAS 43200 SELANGOR,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
28,00d0774260218,00d0989196649,70.81,,12.183072090148926,12.545917510986328,72.93,2.12,24 Mar 18,2018-2-1,"DARUL EHSAN, MALAYSIA","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
30,00d0240488407,00d0989196649,32.68,,12.352235794067383,11.362546920776367,34.80,2.12,18,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB &, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
31,00d0240488407,00d0989196649,32.68,,12.352235794067383,11.23315143585205,34.80,2.12,04-18,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB &, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
32,00d0692025607,00d0989196649,4.88,,10.861242294311523,8.16537857055664,7.00,2.12,12-03-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
33,00d0692025607,00d0989196649,4.88,,10.861242294311523,8.16537857055664,7.00,2.12,12-03-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
36,00d0267909555,00d0989196649,81.88,11.840991020202637,9.757902145385742,,84.00,2.12,,2018-2-1,"GRO FLR, AEGN TAMAN MALURI SC Jun JEAAKA, TAMAN MALURI CHERAS, 55700 KUALA LUMPUR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",~ AEON CO. (H,SYARIKAT PERNIAGAAN GIN KEE,
39,00d0414196980,00d0989196649,0.17999999999999972,,10.861242294311523,7.773705959320068,2.30,2.12,14-03-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
40,00d0991234867(1),00d0989196649,2.6799999999999997,,10.861242294311523,,4.80,2.12,,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
41,00d0750315464,00d0989196649,92.75,,1.652890920639038,8.729116439819336,94.87,2.12,03/01/2018,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
42,00d0384870576,00d0989196649,39.830000000000005,,,8.046819686889648,41.95,2.12,18-01-2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
45,00d0184132278,00d0989196649,359.34,,10.949790954589844,,361.46,2.12,,2018-2-1,"LOT 276 JALAN BANTING 43800 DENGKIL, SELANGOR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
47,00d0880901672,00d0989196649,1.58,14.865087509155273,11.02439022064209,,3.70,2.12,,2018-2-1,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",UNIHAKKA INTERNATIONAL SDN BHD 19 Apr 2018,SYARIKAT PERNIAGAAN GIN KEE,
48,00d0944155034,00d0989196649,4.58,,10.861242294311523,14.800498008728027,6.70,2.12,04-06-05,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
49,00d0504003816,00d0989196649,2.4799999999999995,,10.861242294311523,8.183185577392578,4.60,2.12,12-06-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
50,00d0504003816,00d0989196649,2.4799999999999995,,10.861242294311523,8.183185577392578,4.60,2.12,12-06-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
52,00d0840814576,00d0989196649,19.349999999999998,,11.360644340515137,12.38033390045166,21.47,2.12,17/10/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
53,00d0991234867,00d0989196649,2.6799999999999997,,10.861242294311523,,4.80,2.12,,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
54,00d0403711886,00d0989196649,21.2,,1.652890920639038,9.440065383911133,23.32,2.12,10/01/2018,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
55,00d0649375713,00d0989196649,33.88,,,9.226024627685547,36.00,2.12,07/04/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
58,00d0450998902,00d0989196649,57.88,,11.872386932373047,10.892459869384766,60.00,2.12,11.02.18,2018-2-1,"Lot 1F-01802, 1st Flr,Paradigm Mall, No. 1 Jalan SS 7/264, Kelana Jaya, 47301 Petaling Jaya","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
59,00d0627357411,00d0989196649,12.780000000000001,11.385493278503418,12.004751205444336,,14.90,2.12,,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",. D.T.Y. (M) SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
60,00d0130065999,00d0989196649,47.88,,16.01049041748047,11.628984451293945,50.00,2.12,06/04/18,2018-2-1,Lot PTD 198718 Ton,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
72,00d0194796076,00d0989196649,36.29,,11.37572956085205,11.686972618103027,38.41,2.12,21/08/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. ‘","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
73,00d0194796076,00d0989196649,33.02,,11.37572956085205,11.686972618103027,35.14,2.12,21/08/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor. ‘","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
74,00d0826414442,00d0989196649,5.28,19.102975845336914,,11.28602409362793,7.40,2.12,10/02/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",& BEST RESTAURANT,SYARIKAT PERNIAGAAN GIN KEE,
75,00d0472780579,00d0989196649,5.68,,,,7.80,2.12,,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
76,00d0457456115,00d0989196649,28.18,10.377724647521973,,7.990889072418213,30.30,2.12,14-02-2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",P.RAMLEE SETAPAK 53008 KUALA LUMPUR.,SYARIKAT PERNIAGAAN GIN KEE,
77,00d0457456115,00d0989196649,28.18,10.377724647521973,,7.990889072418213,30.30,2.12,14-02-2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",P.RAMLEE SETAPAK 53008 KUALA LUMPUR.,SYARIKAT PERNIAGAAN GIN KEE,
79,00d0394931168,00d0989196649,6.88,,12.544442176818848,8.602664947509766,9.00,2.12,21/03/2018,2018-2-1,"FLORIST & HANDICRAFT 002062543-P NO. 49, JALAN MAHAGONI 7/2, : SEKSYEN 4 BANDAR UTAMA, é 44300 BATANG KALI, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
80,00d0635477367,00d0989196649,36.68,,12.004751205444336,,38.80,2.12,,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
81,00d0614628355,00d0989196649,4.58,,10.861242294311523,7.768553733825684,6.70,2.12,21-03-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
82,00d0485821436,00d0989196649,25.98,,14.653507232666016,,28.10,2.12,,2018-2-1,22 LRG PERUSAHAAN 4 KIMPAL INDS.PARK B.CAVES,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
83,00d0992127574,00d0989196649,13.280000000000001,,14.735211372375488,11.5769681930542,15.40,2.12,10/04/2017,2018-2-1,STATIONERS & PRINT SDN BHD,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
84,00d0632354255,00d0989196649,13.780000000000001,,12.004751205444336,13.585737228393555,15.90,2.12,17,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
85,00d0632354255,00d0989196649,13.780000000000001,,12.004751205444336,13.744339942932129,15.90,2.12,15-00,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
86,00d0935702550,00d0989196649,33.28,,15.09339714050293,9.2907075881958,35.40,2.12,20/03/2018,2018-2-1,"DAISO JAPAN, IOI MALL","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
87,00d0935702550,00d0989196649,28.279999999999998,,15.09339714050293,9.2907075881958,30.40,2.12,20/03/2018,2018-2-1,"DAISO JAPAN, IOI MALL","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
92,00d0639354292,00d0989196649,6.079999999999999,15.80069351196289,10.994643211364746,,8.20,2.12,,2018-2-1,"12, Jalan Tampoi 7/4,Kawasan Perindustrian ‘Tampoi.81200 Johor Bahru, Johor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",UNIHAKKA INTERNATIONAL SDN BHD 10 Mar 2018,SYARIKAT PERNIAGAAN GIN KEE,
94,00d0272031259,00d0989196649,6.079999999999999,15.195823669433594,11.02439022064209,,8.20,2.12,,2018-2-1,"12, Jalan Tampoi 7/4,Kawasan Perindustrian Tampoi,81200 Johor Bahru, Johor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",UNIHAKKA INTERNATIONAL SDN BHD 15 May 2018,SYARIKAT PERNIAGAAN GIN KEE,
96,00d0171220341,00d0989196649,114.16,,3.311798334121704,8.733851432800293,116.28,2.12,11/01/2018,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 63200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
100,00d0705950948,00d0989196649,44.7,,11.360644340515137,11.97258472442627,46.82,2.12,08/10/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
101,00d0223498663,00d0989196649,27.18,,12.389788627624512,13.437551498413086,29.30,2.12,25/12/2016,2018-2-1,"Level 6, Bangunan TH, Damansara Uptovin3 No.3, Jalan $$21/39,47400 Petaling Jaya Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
103,00d0616798510,00d0989196649,40.21,17.155153274536133,10.803882598876953,,42.33,2.12,,2018-2-1,"LOT P.7. 2811, JALAN ANGSA, TAHAN BERKELEY 41150 KLANG, SELANGOR 4313-SUBANG BESTARI","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",SPEED MART 5/,SYARIKAT PERNIAGAAN GIN KEE,
104,00d0194569644,00d0989196649,53.080000000000005,,12.032336235046387,,55.20,2.12,,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAHASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
105,00d0904732199,00d0989196649,127.18,,11.225286483764648,,129.30,2.12,,2018-2-1,"Unit G-13, Ground Floor, No.1 Jin Kiara, Mont Kiara 50480 Kuala Lumpur","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
106,00d0935614053,00d0989196649,18.38,11.035001754760742,11.215032577514648,,20.50,2.12,,2018-2-1,"NO.32 & 33, JALAN SR 19. SEKSYEN 9 TAMAN SERDANG RAYA, 43300 SERI KEMBANGAN. SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",UAN HING STATIONERY SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
107,00d0842605090,00d0989196649,13.399999999999999,13.049517631530762,11.360644340515137,,15.52,2.12,,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",MAKASSAR FRESH MARKET SON BHD,SYARIKAT PERNIAGAAN GIN KEE,
108,00d0842605090,00d0989196649,13.399999999999999,13.049517631530762,11.701910972595215,,15.52,2.12,,2018-2-1,"GROUND FLOOR, NO. 4 & 6, JAN SS 15/4B, 47 od SUBANG JATA, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",MAKASSAR FRESH MARKET SON BHD,SYARIKAT PERNIAGAAN GIN KEE,
110,00d0108922007,00d0989196649,78.78,,12.914313316345215,9.624429702758789,80.90,2.12,26/12/2018,2018-2-1,NO 122.124. JALAN DEDAP 13 81100 JOHOR BAHRU,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
113,00d0124895452,00d0989196649,24.7,,11.237699508666992,9.290706634521484,26.82,2.12,20/03/2018,2018-2-1,"19 & 19A , JALAN MERANTI 2A , SEKSYEI BANDAR BARU BATANG KALI, 44300","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
114,00d0271842165,00d0989196649,268.18,,1.652890920639038,9.139715194702148,270.30,2.12,12/02/2018,2018-2-1,"NO 290, JALAN AIR PANAS, SETAPAK, 53200, KUALA LUMPUR.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
115,00d0761346037,00d0989196649,737.66,,13.509721755981445,,739.78,2.12,,2018-2-1,"LOT 1504, PATH @ KLANG LAMA, 44000 PETALE TEL ¢ Oté-2hi42n9","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
116,00d0761346037,00d0989196649,6.88,,13.509721755981445,,9.00,2.12,,2018-2-1,"LOT 1504, PATH @ KLANG LAMA, 44000 PETALE TEL ¢ Oté-2hi42n9","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
117,00d0761346037,00d0989196649,731.58,,13.509721755981445,,733.70,2.12,,2018-2-1,"LOT 1504, PATH @ KLANG LAMA, 44000 PETALE TEL ¢ Oté-2hi42n9","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
126,00d0948483091,00d0989196649,10.379999999999999,,11.772802352905273,12.87440299987793,12.50,2.12,22-04-16,2018-2-1,"LOT 1851-A & 1851-R, JALAN KPR 4, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
128,00d0910574175,00d0989196649,29.88,,,9.262308120727539,32.00,2.12,24/05/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
131,00d0674219107,00d0989196649,23.33,12.076635360717773,,11.382780075073242,25.45,2.12,08/02/2017,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",PREMIO STATIONERY SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
132,00d0686397126,00d0989196649,7.4799999999999995,,10.861242294311523,8.375853538513184,9.60,2.12,16-03-2018,2018-2-1,"No.2, Jalan Temenggung 19/9, Seksyen 9, Bandar Mahkota Cheras, 43200 Cheras, Selangor","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
133,00d0411132243,00d0989196649,27.91,,11.360644340515137,12.052453994750977,30.03,2.12,26/10/2017,2018-2-1,"Lot 3, Jalan Pelabur 23/1, 40300 Shah Alam, Selangor.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
136,00d0879733105,00d0989196649,70.58,11.569716453552246,12.528669357299805,,72.70,2.12,,2018-2-1,"2nd Floor, Wisma Cosway, Jalan Raja Chutan, 60200 Kuala Lumpur, Malayala.","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",SDN BHD,SYARIKAT PERNIAGAAN GIN KEE,
138,00d0965540723,00d0989196649,45.980000000000004,,12.004751205444336,11.926456451416016,48.10,2.12,25-04-18,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
142,00d0316894686,00d0989196649,4.88,,10.48777961730957,9.06424331665039,7.00,2.12,09/02/2018,2018-2-1,"No 7, Simpang Off Batu Village Jalan Ipoh Batu 5, 51200 Kuala Lumpur MALAYSIA","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
143,00d0967073777,00d0989196649,55.28,,11.678875923156738,13.856876373291016,57.40,2.12,24-01-16,2018-2-1,"LOT 1851-A & 1851-B, JALAN KPR 4, KAWASAN PERINDUSTRIAN BALAKONG , 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
144,00d0576905492,00d0989196649,15.099999999999998,,12.661863327026367,13.309675216674805,17.22,2.12,15 Jun 18,2018-2-1,NO.19 & 21 JALAN TEMENGGUNG 23/9 BANDAR MA!,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
145,00d0576905492,00d0989196649,15.099999999999998,,12.183072090148926,13.309675216674805,17.22,2.12,15 Jun 18,2018-2-1,"DARUL EHSAN, MALAYSIA","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
146,00d0198786728,00d0989196649,6.88,,,9.309636116027832,9.00,2.12,26/01/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
147,00d0198786728,00d0989196649,6.88,,,9.309636116027832,9.00,2.12,26/01/2018,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
148,00d0760304510,00d0989196649,6.28,,12.24170970916748,14.050846099853516,8.40,2.12,06-04-16,2018-2-1,"LOS 1851-A & 1851-B, JALAN KPB 6, KAMASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN, SELANGOR","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
153,00d0443302756,00d0989196649,17.279999999999998,,,11.362546920776367,19.40,2.12,18,2018-2-1,,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
154,00d0294263018,00d0989196649,1.88,,14.980280876159668,11.066831588745117,4.00,2.12,01/03/18,2018-2-1,BOOK CO. (M) SDN BHD,"NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
155,00d0294263018,00d0989196649,1.88,,10.29750919342041,11.066831588745117,4.00,2.12,01/03/18,2018-2-1,"No 8 Jalan 77118B, Desa Tun Razak 56000 Kuala Lumpur, Malaysia","NO 290, JALAN AIR PANAS, SETAPAK, 5320, KUALA LUMPUR.",,SYARIKAT PERNIAGAAN GIN KEE,
